Genes,Bc12,Ch40.2,Ch22.2,Ch22.1,Ch22,Ch22.3,Bc12.1,Bc24.1,Bc18.1,Ch40.3,Ch40.1,Bc18,Bc24,Ch40
AT3G53590,0.0,0.1822201256604952,0.2661738964513621,0.1373458099102713,0.0479104407039562,0.0,0.0,0.0247391182000322,0.0,0.1385922154155228,0.1483861856826708,0.0,0.0,0.2826522658092843
AT3G09240,0.0783966552871115,0.0,0.0,0.1907143332540201,0.0,0.0,0.1833318409688206,0.0,0.1938146431856293,0.0,0.0,0.1478827601374643,0.327576358005093,0.1064302999002287
AT1G25054,0.1157105157493568,0.1464281277930483,0.0,0.1449218736488596,0.1468807036055047,0.0,0.1828026676006386,0.0,0.2809720036206942,0.0,0.0,0.2158846638654718,0.0,0.0
AT4G26170,0.0777743876719003,0.0987621544589489,0.0,0.097729712034535,0.191776379737033,0.0,0.0,0.0,0.0993704173657189,0.1909442319289709,0.1057011990104012,0.0752329191165953,0.1006221484415286,0.2039827843190569
AT3G51300,0.1805743908248573,0.0,0.0,0.2249301479933848,0.2278879888717253,0.0,0.1477548760724194,0.0,0.2285439614794976,0.0,0.2424420560429907,0.0,0.0,0.0
AT1G26480,0.0,0.3483054424804563,0.0,0.0,0.0,0.1875481869335341,0.0,0.3568699681067069,0.1857427476818018,0.0,0.0,0.0,0.0,0.1970177186846256
AT5G64690,0.0,0.0,0.0,0.1514769365102057,0.1535197415533924,0.2958329124027843,0.0986376315982809,0.0,0.0,0.1528449194671361,0.0,0.0,0.4247009276981817,0.0
AT1G68090,0.0,0.0,0.0,0.1750161066663204,0.1773573001575961,0.0,0.2201824943744811,0.0,0.0,0.0,0.188891696044338,0.259443618031863,0.2623049892940057,0.0
AT3G57370,0.0,0.3989189869050829,0.0,0.1440793507130258,0.0,0.0,0.0,0.2847994504041007,0.0,0.0,0.1556323805314131,0.0,0.148274658948326,0.1554765362926929
AT4G29800,0.1125205976879527,0.0,0.2728817997075118,0.1409652437571321,0.142873199084933,0.0,0.1778740341098119,0.0749471399239596,0.1432965223120704,0.0,0.0,0.0,0.0743599572134704,0.1521288402877767
AT5G25970,0.0,0.4936413527207757,0.0,0.0,0.0,0.0,0.0,0.0974579057118187,0.0,0.1837190809692772,0.5237864576279261,0.0,0.0,0.0
AT1G68380,0.0,0.162162835726233,0.0,0.0,0.0,0.0,0.0,0.2429360225156533,0.0,0.1619485641560507,0.1732962795535083,0.0,0.5705907452377215,0.0
AT5G54150,0.0,0.2912356701715981,0.0,0.0,0.0,0.2956607831406065,0.0,0.0,0.0,0.2908672340875154,0.0,0.0,0.1557811547762989,0.3100306309428282
AT5G13580,0.0,0.1104718643429587,0.1108253492536489,0.1093215844818949,0.0,0.2164080768199155,0.2645598334431199,0.1669539204209333,0.0,0.0,0.1182004615896127,0.0842336470625689,0.165686086614579,0.0
AT5G08030,0.1132359792542839,0.1433286672661798,0.0,0.0,0.143772132902634,0.1456197344993865,0.0,0.0754298539691747,0.2752839596511262,0.0,0.0,0.3065422990849173,0.1459864519691572,0.0
AT1G76220,0.0,0.0,0.0,0.2904142337859642,0.0,0.2977396946259862,0.0,0.1581342826185136,0.0,0.0,0.0,0.0,0.2984518682298592,0.3122000626802698
AT4G19940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.784599457853252,0.0,0.0,0.3804323226273723,0.0,0.1932810974456003,0.0
AT5G43755,0.0,0.2849270245954438,0.285786271704669,0.0,0.0,0.0,0.0,0.0,0.2865739663730095,0.5221434074384859,0.0,0.0,0.0,0.0
AT4G03580,0.0,0.4113809678694412,0.0,0.0,0.0,0.0,0.073348915677937,0.0,0.2216056637939585,0.220018686948383,0.1223419112019798,0.0,0.0,0.3393890587983899
AT1G48640,0.0,0.3379297532341282,0.2613673968576689,0.0,0.1793833811172874,0.0936876569115634,0.0589689514078258,0.1834981425820764,0.0,0.0920629103822153,0.0,0.0,0.1821124229761273,0.0
AT2G14060,0.0,0.0,0.1433721207432431,0.2702576496255188,0.2737570704008665,0.1452047204908844,0.0,0.0,0.1437868280738452,0.0,0.1528009542431824,0.1092628510773202,0.0,0.1526477978838409
AT3G53770,0.0,0.0,0.0,0.3779824599570948,0.0,0.0,0.0,0.2086436094578961,0.0,0.0,0.4058411693394305,0.0,0.0,0.4054674548124842
ATMG00570,0.2113898011327194,0.2652745028542603,0.0,0.2626522518118193,0.2660620000267719,0.2693409144596533,0.0,0.0,0.0,0.0,0.0,0.0,0.1413023714043363,0.0
AT1G73410,0.1563495957356301,0.3705530911677994,0.0,0.0,0.0,0.0,0.0,0.1046646029552941,0.0,0.1968835369014762,0.0,0.0,0.2007292102659857,0.3938067908398289
AT4G28815,0.1197417808209334,0.0,0.1519525136725665,0.1499190702829023,0.2893954506910773,0.1538890502464681,0.0976049047248835,0.0,0.1523907535553159,0.1512737089353936,0.1619146238222263,0.0,0.0,0.0
AT2G31690,0.0,0.1627951967117206,0.163306861838651,0.3060579071776342,0.3099730711481142,0.3137367165480456,0.0,0.0,0.0,0.0,0.1739694941754838,0.0,0.0,0.0
AT1G54280,0.0,0.2060660796496089,0.1577378868007565,0.1055965577331081,0.1577269455362699,0.3035505176035294,0.0345956213946894,0.0,0.0,0.1065653868376108,0.0,0.1953473444036199,0.0553803433986159,0.1140687365678431
AT1G64540,0.1237507633668729,0.2976536180228234,0.0,0.0,0.1569716506069019,0.3021664025583617,0.1008984067578159,0.0,0.0,0.0,0.0,0.0,0.3028880925149225,0.1670888860445053
AT3G09400,0.1612417858230229,0.2032221656202402,0.2038521666220365,0.1040892268941859,0.1055161684638736,0.0,0.0,0.0,0.0,0.2029573508181439,0.0,0.0,0.157900118028166,0.3140313430373163
AT3G18720,0.1414440795920522,0.0,0.0,0.0,0.1791275898332098,0.0,0.0,0.0945255873759516,0.1796518094489211,0.1783469995582991,0.0,0.2619617706720967,0.4177577026434667,0.0
AT4G02320,0.0,0.2061792312539709,0.0,0.0,0.0722788586925781,0.0,0.0,0.4799897428362296,0.0,0.1404857809204148,0.0,0.0,0.3346146337719669,0.2198956970137364
AT5G46830,0.3395569454420988,0.0,0.4228706135760596,0.1530675501592177,0.1551306739159794,0.1571164504376052,0.0,0.0,0.0,0.0,0.0,0.2277151157645794,0.0,0.0
AT1G77730,0.3133876342306202,0.0,0.2087661523277919,0.0,0.0,0.0,0.0,0.3094519474216733,0.0,0.0,0.0,0.0,0.21189586309253,0.4142773103737358
AT1G26720,0.0,0.4230888076430664,0.0,0.0,0.0,0.0,0.0,0.6091714144790188,0.0,0.0,0.0,0.0,0.4302208338154772,0.0
AT1G56630,0.0,0.4468568177269432,0.0,0.0721826289524472,0.0731832066368978,0.0741469683292651,0.0465527101273073,0.0379490172713693,0.0,0.1422024806595541,0.289934373076383,0.0,0.2124250482986109,0.0780460177264115
AT5G05290,0.0,0.2398367287286696,0.2405710736450282,0.0,0.0,0.0,0.0,0.0,0.0,0.2395280381180904,0.2558484775816163,0.0,0.2441385301804766,0.2556008141922294
AT4G33370,0.2096907663420317,0.1375831905027909,0.13801935461408,0.1361636900833215,0.0,0.1397867971106486,0.0885026408322943,0.0,0.1384193102252777,0.1373998706492831,0.1471137998575454,0.2031307304447531,0.0,0.0
AT4G01160,0.0,0.3296735482732698,0.2286298296648898,0.0,0.0,0.0,0.0,0.1787818809584181,0.2292722491681808,0.2276345845800265,0.126724542538157,0.1754384366086553,0.0,0.0
AT3G13680,0.2971733972733238,0.0,0.1975978054989779,0.0,0.1975842836028148,0.0,0.0,0.0,0.0,0.1967286126834391,0.0,0.4131558987819632,0.2005714653507849,0.0
AT2G04190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4568792883875593,0.092654515105051,0.0919614426548009,0.1908374457120097,0.1369680824325264,0.343443815279142,0.1906486176738858
AT5G63595,0.0,0.0,0.1986919219333826,0.0,0.1986783302018306,0.2011837719004897,0.0,0.105177423762356,0.0,0.0,0.2115005355598339,0.0,0.3785948865498307,0.2112927193759898
AT3G03540,0.0,0.6185537175080705,0.0,0.0,0.0,0.0,0.0,0.2977762159348269,0.0,0.3417509446010268,0.0,0.0,0.0,0.2524710348655499
AT1G73860,0.0403524244792953,0.0514209344178938,0.0515888503997386,0.1000162485371728,0.149531347595089,0.1027114835381716,0.0327246302112149,0.1529971217825785,0.285814123658334,0.0513503686195609,0.1081673443149257,0.1853194261938748,0.1518297861703625,0.0550400754203127
AT3G58250,0.0,0.4570233040323042,0.0,0.0,0.0,0.0,0.0,0.0,0.1699600622665401,0.3197612538440668,0.0,0.0,0.088587929116549,0.4848521714410406
AT5G03860,0.1643546139333776,0.0,0.0,0.0,0.1075930457957772,0.0,0.3149749998888845,0.1621855729187913,0.3903162974878745,0.0,0.0,0.1591356598691901,0.1092710647616422,0.1146530361899971
AT3G01900,0.0,0.0,0.0,0.2993839967257163,0.0,0.1616023276073648,0.0,0.0,0.0,0.1588629801972127,0.3220756284266073,0.0,0.0,0.5847001524411922
AT4G03220,0.0,0.3905820745333989,0.0,0.2690814827813475,0.1427109639115354,0.0,0.0915706713311047,0.1460265263961242,0.0,0.0,0.1521091372078302,0.1087607824202874,0.0742735191840064,0.1519566383935186
AT3G07120,0.17050910599127,0.21472817152707,0.0,0.0,0.215376597785952,0.4074772512235746,0.0,0.0,0.0,0.0,0.0,0.3132417079787509,0.2186129523326833,0.0
AT2G39320,0.0,0.2481643252861724,0.0,0.0,0.0,0.0,0.0,0.0,0.2496166920246055,0.4592904913941715,0.2646827227795336,0.191316813808409,0.1318229181712797,0.0
AT5G55370,0.0,0.2245542601322925,0.0,0.2223041709318954,0.0,0.0,0.1459846759967799,0.0,0.4211335122418204,0.0,0.0,0.1727948820822793,0.1188247610937887,0.2393948851874429
AT1G59810,0.0,0.2678318947558401,0.0,0.2651866160453052,0.0,0.0,0.0,0.0,0.0,0.0,0.2855346214507696,0.0,0.0,0.7276086012574845
AT3G51490,0.2143227831722465,0.0,0.0,0.0,0.0956070774091615,0.1876172890951724,0.1757354205714262,0.3569941893630398,0.2704506929491926,0.0,0.0,0.0,0.2736632182068115,0.0
AT2G23970,0.0,0.3232709494960514,0.0,0.0,0.0,0.0,0.0,0.1751324399710254,0.0,0.4607108889107753,0.0,0.0,0.0,0.6213952552822971
AT2G26960,0.2626251493580518,0.0,0.0,0.0,0.0,0.0,0.2159752626374755,0.4789693630312485,0.0,0.0,0.1852446544267223,0.2545501796923667,0.0,0.1850610127255544
AT5G09720,0.0,0.0,0.3247938480577794,0.0,0.0,0.0,0.0,0.281583947642642,0.0,0.0,0.3448125438958639,0.1721659885882453,0.2277866279948687,0.2385429453062414
AT5G42630,0.3019202883958824,0.0,0.0,0.0,0.0,0.0,0.3231289175270211,0.3277336144769703,0.0,0.0,0.0,0.3784782031473603,0.2659074652421919,0.0
AT2G33720,0.0,0.0,0.1936374816285841,0.0,0.0,0.0,0.0,0.4519148525261567,0.1941880706246833,0.362818057435139,0.0,0.0,0.1965555105747512,0.2059400484369703
AT3G15370,0.0,0.3340853678538686,0.0,0.0,0.0,0.0,0.0,0.3423401046340429,0.0,0.3336687234489603,0.0,0.0,0.4136734562182866,0.1885720670429301
AT3G03930,0.0,0.1719601862447037,0.1724989709458243,0.0,0.0,0.1746818648572405,0.0,0.2571954960005481,0.1729929943423612,0.0,0.1837244521123867,0.1317720179497641,0.1751174323376803,0.1835422236087611
AT2G32470,0.2100283809735577,0.0,0.2643972593821448,0.2609894900392746,0.0,0.0,0.0,0.0,0.2651312638311727,0.0,0.2810457438942033,0.203458510791666,0.1403705615555111,0.0
AT4G25920,0.482917030197544,0.0,0.0,0.170910948579409,0.0,0.0,0.3117007553136504,0.0,0.1737083560472968,0.1724441828937479,0.0,0.1323246550501455,0.0,0.1842984849113224
AT4G23560,0.0,0.2156532573110319,0.0,0.0,0.0,0.0,0.0717226464729008,0.5821855542321197,0.0,0.3120919051196023,0.0,0.0,0.4540070678193769,0.0
AT2G27630,0.2097132401527018,0.0,0.3574211689650456,0.1099518795893213,0.1641131591305319,0.2176109237475626,0.1719070984877295,0.1940747457836734,0.1117899382365048,0.0565460608839277,0.0,0.0429836006618097,0.0,0.0
AT1G26590,0.1474055900898202,0.0,0.0,0.3473830495552618,0.1865773606786226,0.3559766587756689,0.120364697001205,0.0985767000863833,0.1871220000522046,0.0,0.0,0.0,0.0,0.1984750753731642
AT3G56350,0.0,0.3060397586847388,0.0,0.0,0.0,0.0,0.0,0.2414152803453135,0.0,0.305654505217546,0.4649744741340477,0.0,0.0,0.32568669200686
AT5G20260,0.0,0.4637000650507873,0.0886695207728175,0.0,0.0886632234922887,0.0,0.0,0.0460948440798517,0.0,0.5895010123356608,0.1834108826857776,0.0,0.0900551495788309,0.0945213855067586
AT3G55720,0.0,0.0,0.0,0.0,0.1642561884139975,0.0,0.0,0.3185401596159569,0.1647393280766518,0.3104088762155441,0.1749891929754321,0.0,0.5148984387259694,0.0
AT3G62380,0.149544179366786,0.0,0.0,0.0,0.3565252316327775,0.0,0.1221273883238614,0.1000312738550403,0.1897999018998631,0.3550611057950282,0.3782801966574571,0.0,0.0,0.0
AT1G71320,0.0,0.1766916857314576,0.1772444036478012,0.4715942962475158,0.0,0.1794836935874901,0.0,0.0934964108487171,0.0,0.1764593649630635,0.1887589700028821,0.0,0.0,0.1885720670429301
AT2G02580,0.0,0.1422706126885047,0.0,0.0,0.0,0.0,0.0,0.2786216487333732,0.0,0.1420813495240223,0.4153025940722886,0.0,0.1449097462594065,0.5303717732987434
AT1G29965,0.0,0.0,0.0,0.2481613933798892,0.2513989554103461,0.4707871443814381,0.1634609591686909,0.0,0.0,0.0,0.2673202883021863,0.0,0.0,0.2670625150275484
AT1G03390,0.0,0.1704388981915418,0.1709731932917283,0.0,0.0,0.0,0.0,0.4029453395912438,0.0,0.5858302914401432,0.0,0.0,0.0,0.3434563649918062
AT3G59450,0.0911188640195434,0.3221587635502448,0.0,0.0,0.1159269223866065,0.4213779525443172,0.0,0.1186455219827151,0.0,0.2222690656130196,0.0,0.0881545028343335,0.0600654142453784,0.2372763699109941
AT5G15660,0.1345456427062262,0.1699762163385578,0.1705091450375543,0.0,0.1704973691547856,0.0,0.0,0.1744203796465141,0.0,0.3216170655443761,0.1816131082352179,0.0,0.1730991773923523,0.1814328449307507
AT1G78840,0.0,0.5410075070440119,0.0,0.2928223718707257,0.0,0.0,0.0,0.1595059223316245,0.0,0.295342578225107,0.0,0.2288175907244433,0.0,0.165952616867291
AT5G05490,0.0,0.1481892478805404,0.1486573347042776,0.3215651535200478,0.0512697080491576,0.1974387759053817,0.095449476857409,0.1031557253191789,0.0514264753178752,0.0510363474185392,0.0547606756571922,0.2518121608045405,0.0520851688208677,0.1582565651154369
AT2G24450,0.0,0.4980976244059114,0.0,0.0,0.0,0.2745775158117794,0.0,0.0,0.2720100779943102,0.0,0.0,0.2088509333044689,0.1441735988436012,0.2880216200330524
AT1G17150,0.0,0.5712026794557536,0.0,0.0,0.0,0.0,0.0,0.4323951749460318,0.0,0.1335853785619585,0.1430427695532476,0.0,0.1362525127821729,0.272910597926508
AT5G50030,0.0,0.0,0.289749094680331,0.2860458191687314,0.0,0.0,0.0,0.2961280000720287,0.290546649416034,0.0,0.0,0.2234096529106053,0.0,0.3075375702221967
AT3G62760,0.0,0.5088185184880618,0.0,0.2740005623336449,0.0,0.0,0.1810261359423912,0.1488115624163543,0.0,0.0,0.2949582984025376,0.0,0.0,0.2946764956106728
AT5G38740,0.0,0.3463715995784341,0.0,0.0,0.1841160147536215,0.1864494441270729,0.0,0.1883324102394293,0.1846539192914827,0.1833150374598643,0.0,0.1407881737630635,0.09648113181216,0.1958671763556927
AT2G20625,0.1732246087341603,0.2180962783600904,0.408690506272016,0.0,0.0,0.2214938424323874,0.0,0.0,0.0,0.5742556688888439,0.0,0.0,0.1152860782795925,0.0
AT3G03776,0.3237829214446425,0.0,0.0,0.0,0.0,0.0,0.2672431109214684,0.1146324261502503,0.2165563233564952,0.2150028767460246,0.0,0.1655389809301228,0.4094046254492424,0.0
AT4G01970,0.0,0.2987212115262527,0.0,0.079827386290758,0.0809309920803067,0.0,0.0,0.0420208467346339,0.0,0.5454391512796997,0.3182498185575346,0.0,0.0416879058359568,0.3179481193366228
AT4G12810,0.0,0.5398291041012893,0.0,0.2011712346875841,0.2038382462347489,0.0,0.1317770277001465,0.0,0.0,0.2029573508181439,0.0,0.1561164206600885,0.3002106155407322,0.0
AT5G62830,0.2879736363324939,0.0,0.0,0.0,0.3601162260959125,0.364415462582029,0.0,0.0,0.0,0.3586391099967799,0.0,0.0,0.3652679198390752,0.0
AT3G12190,0.2237175407398843,0.0,0.2812982552015674,0.0,0.7188036947641199,0.0,0.0,0.0,0.0,0.0,0.298904898901659,0.2167507990625523,0.0,0.0
AT1G11040,0.0,0.2684069341179151,0.0,0.0,0.0,0.0,0.0,0.1441463446742272,0.0,0.2680647716018881,0.1501546411581716,0.1073427134018392,0.3925326653205926,0.4100345664648329
AT3G25550,0.2526141745334634,0.0,0.3168527362845901,0.3128391610140539,0.3168319058909407,0.0,0.2076168639725251,0.0,0.0,0.0,0.0,0.0,0.0,0.3361197504760096
AT4G01830,0.0,0.1498138915538586,0.3290396635889629,0.1944960002932169,0.1502763966595515,0.1522032563434109,0.0,0.0267915416206506,0.0,0.0516150203626778,0.3042773400556134,0.0392192236414329,0.0,0.3489620064636227
AT1G67290,0.0,0.3352819571343854,0.0,0.0,0.0,0.0,0.0774338297613429,0.0,0.1213653171057229,0.1204662964919724,0.0,0.6107870674616632,0.2361149897708792,0.2472319134942244
AT5G41390,0.0,0.1421898710609935,0.1426399295412617,0.0,0.0,0.1444636310346106,0.0,0.5117887025433818,0.0,0.0,0.1520231007092123,0.0,0.5083211973698014,0.1518706836912529
AT3G13784,0.088766102064424,0.2170559569165761,0.0,0.0,0.1129582837439494,0.114425446011296,0.1409826450236328,0.2733161340517928,0.2183397367235238,0.0,0.0,0.243664216380199,0.1147166987579539,0.2314396801981168
AT5G65225,0.0,0.187612902099434,0.0971653948919775,0.0958408802258562,0.0493969969828576,0.145232314419892,0.0,0.2585281970990816,0.0,0.0967231726047291,0.2464042009754901,0.0373553520393639,0.2987480472012572,0.246164921136598
AT2G27220,0.165745864242487,0.0,0.1085294248644422,0.0,0.1085217694057364,0.0,0.0693382199758077,0.7139170758508027,0.0,0.0,0.1157577941410056,0.0,0.4822707259554709,0.0
AT3G15830,0.0,0.1742331638175012,0.0,0.0,0.0,0.0,0.0,0.6723573544325949,0.0,0.3292618016253631,0.0,0.0,0.4083512399532296,0.1859586532430725
AT5G62510,0.1474055900898202,0.3507534763671354,0.0,0.1841220538981898,0.0,0.1889399873639962,0.0,0.0,0.0,0.18576635003279,0.3732657279669482,0.1426985958654809,0.0,0.1984750753731642
AT3G44405,0.2013826368731552,0.0,0.0,0.0,0.0,0.4747675313976274,0.0,0.3734190999706954,0.0,0.0,0.269739580600785,0.1950653115345245,0.2574488783614516,0.0
AT1G06750,0.2204403710743513,0.3579240097337041,0.0,0.1881071718994771,0.1906121901535305,0.0,0.1230282490267132,0.0512671253900873,0.0987480041666898,0.0,0.0,0.1458318853163531,0.19350087812142,0.2027495737583771
AT2G35935,0.213465410361656,0.4936413527207757,0.0,0.2651866160453052,0.2686262992060926,0.0,0.0,0.0,0.2693889764321106,0.267490399428692,0.0,0.0,0.0,0.0
AT5G66020,0.0,0.1366452855502787,0.3774327651768335,0.2588727450454252,0.1370690399428645,0.203543256540337,0.0446137605715633,0.0,0.0,0.1364631572094041,0.1461141561328991,0.0,0.2040458363826349,0.1459673685252672
AT3G60975,0.0,0.4833931451630229,0.0,0.1779069402821927,0.0,0.3446140374877088,0.1162155453683495,0.0,0.0,0.3391160155613829,0.0,0.1378156742678362,0.0,0.1918069346353551
AT2G36660,0.0,0.0,0.0,0.160451579637154,0.0,0.0,0.0,0.4506666137394666,0.0,0.2365046865707451,0.2526366126289165,0.0633975265721903,0.6281542088219947,0.0
ATMG01110,0.0,0.2985427458737714,0.299438946099299,0.0,0.0,0.0,0.0,0.0,0.0,0.298165987438382,0.578511441927501,0.0,0.0,0.3177593830288577
AT2G35210,0.6288043762853233,0.0,0.0,0.0,0.1377072973152404,0.0,0.3247907932189817,0.3294165732678311,0.0,0.0,0.0,0.0,0.3844167294092077,0.0
AT1G74480,0.0,0.0,0.2041836108357325,0.0,0.0,0.2067395208639991,0.3644912647638983,0.0,0.2047621115422301,0.2032874402488779,0.0,0.2974446277254282,0.1073430600854986,0.2171071865751025
AT1G23070,0.0,0.3766162477741056,0.2624610746376807,0.0,0.1371812430022062,0.4899622534898964,0.0,0.1403744853570716,0.0,0.0,0.0,0.0,0.0,0.4002002532144497
AT1G58215,0.0,0.0819953642483683,0.3711428563707801,0.2308745363920439,0.0822544570847391,0.1621166374599056,0.0523827232759892,0.1245353268791119,0.082503292635929,0.0,0.1705464762077139,0.1795733949419296,0.2734255552111208,0.0
AT2G46480,0.0956559724920621,0.0,0.233847562995683,0.0,0.0,0.2367452676913828,0.2219843773833812,0.0,0.436165603648697,0.3365215893430934,0.1297207217064803,0.0,0.1235361143498621,0.0
AT2G14690,0.0903625200436033,0.1146146031802958,0.2214704099274712,0.113422860234408,0.4133972707572101,0.2242263660544216,0.1434725084291147,0.0600342755041182,0.0,0.114460686241751,0.1226208997582775,0.0874220266230659,0.0,0.1224967232627739
AT3G62610,0.9456022372312942,0.0,0.0,0.0,0.0,0.0,0.184184929158335,0.0,0.2830268964714063,0.0,0.1577332234191884,0.1128442328182924,0.0,0.1575753882486716
